Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995041,United Republic of Tanzania,2,834,B R,1106043,3574,2178,,,,,,958,,,,,,,,,,,,,,,,,,,,,,108,,,,,,310644,,,,234,,,,,,,,,,458,22000,,,,,,,,,,21834,,,,,,,,,,,69,,,,,,,,,,,,769,,,,,,,,,,,,,,,,,6308,,,,,,,457,,,,,31740,,,,,,,106,,,,,,,7121,,,,,,,,151,,,,,,,,,57995,,494,,,,,,,,,,,,,,517,,,,,,,,,,,,,,,,600656,,,,,,,,,,,,286,,,,,,,4247,547,,,,,,,,,,,,,,,,,,,,,,15546,,,866,,1027,,,,,,,,,,14501,652
1995042,Zambia,,894,B R,244338,9277,2599,,,,,,141001,,,,,,81,,,,,,,,,,,,,,,,228,,,,,,271,,,13,188,,,,,,128,,,,,456,,,,,,,,,,31525,,,,,,139,,,,,,,,,,,59,,,,,,220,283,,,,,,,,,,,,,,,,3854,,,,,,,,,137,,,328,,,,,,,,,,,,,,12382,,,206,,,,,,,,,,,,,,3127,,473,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,2285,,,,,,,,,,138,,,,,,,,,,2660,,,,,,,,,,,,,,,,,,,,,,359,,,1434,6172,460,,,,,,,,,,,23707
1995043,Zimbabwe,,716,B R,431226,29659,8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67945,,,,,,,,,,,,,,,,,266322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15313,,,,,,,,,,,,,,,,,,,,,,,,,18132,,,,,,,,,,,,22815,
1995044,Middle Africa,,911,,2662490,138120,57543,0,0,45,0,0,295685,0,0,0,0,0,13,27,0,0,0,0,0,0,206,0,26834,0,0,0,0,0,0,0,0,0,0,2891,128527,7490,0,58888,278,0,20609,107670,0,0,470,0,0,0,0,13913,0,0,1409,0,190,0,8,0,67,150070,2,0,0,0,0,65,0,36812,0,0,0,0,0,0,0,0,39254,0,0,1746,0,0,241,2631,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,9,0,6,56,0,13,0,0,0,0,0,0,0,0,1448,0,0,1191,0,0,0,0,0,0,0,32722,0,0,0,1115,0,0,0,0,0,0,0,0,295,341,0,401,0,0,36,0,0,0,2840,123930,0,0,0,0,0,0,0,0,0,0,0,0,0,6879,0,0,80,0,0,0,1106,1138496,0,0,0,0,0,0,0,6912,0,17048,0,0,0,0,0,0,42,0,0,2921,137306,429,0,0,61357,0,15,193,12,0,0,0,10389,0,0,0,93,8,0,0,0,19780,0,0,0,0,968,0,0,0,0,0,0,0,0,0,139,0
1995045,Angola,,24,B R,39813,3427,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147,,,,,,14,,,,,,,,477,,,6,,,,,,,14957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,401,,,,,,,,,,,,,,,,,,,,,,6156,,,,,,,,115,,,,,,,,3617,,,,,,,,,,,,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,
1995046,Cameroon,,120,B,244791,35335,11778,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995047,Central African Republic,,140,C,99712,17851,5951,,,,,,,,,,,,13,27,,,,,,,,,,,,,,,,0,,,,,,,,,157,,,13169,,,,,,,,,,,,,,,8,,,20510,2,,,,,65,,,,,,,,,,,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,56,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,104,,,,,,,,,42,,,84,0,,,,27015,,15,193,,,,,9,,,,,8,,,,,,,,,683,,,,,,,,,,,
1995048,Chad,,148,B R,89584,5416,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33673,,,8765,,,,,,,,,777,,,,,,,,,,200,,,,,,,,,,,,,,,,,963,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840,16104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995049,Congo,,178,B,191635,4541,1513,,,,,,18270,,,,,,,,,,,,,,,,5250,,,,,,,,,,,,,,,4003,,,11844,3743,,,327,,,,,,,,,,190,,,,,110720,,,,,,,,560,,,,,,,,,6041,,,1121,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,9493,,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,,,,,,,913,5503,,,,,,,,,,4436,,,,,,,,,,,,,,,,,,,,,,,863,,,,,,,,,,,,,,59,,,,,,,,,,,
1995050,Democratic Republic of the Congo,,180,B R,1816963,67362,33681,,,,,,276402,,,,,,,,,,,,,,,,,,,,,,,,,,,,128458,,,,,,,,,,,,,,,5912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132791,,,,,,,,,,,,,,,,,,,,,137306,,,,15271,,,,,,,,,,,,,,,,,19780,,,,,,,,,,,,,,,,
1995051,Equatorial Guinea,,226,C,3629,482,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995052,Gabon,,266,C,171427,3638,859,,,45,,,457,,,,,,,,,,,,,,206,,21584,,,,,,,,,,,2891,69,,,20944,121,,,1870,,,143,,,,,6747,,,1403,,,,,,67,3683,,,,,,,,35966,,,,,,,,,6645,,,,,,36,2631,,,,,,,,2058,,,,,,,,,,,,,,6,,,13,,,,,,,,,1034,,,,,,,,,,,22807,,,,,,,,,,,,,295,,,,,,,,,,,9887,,,,,,,,,,,,,,,,,80,,,,,87,,,,,,,,2690,,12612,,,,,,,,,,5,,,,,,,,,12,,,,9517,,,,93,,,,,,,,,,226,,,,,,,,,,,
1995053,Sao Tome and Principe,,678,C,4936,68,22,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995054,Southern Africa,,913,,1201708,52361,15984,97,63,917,0,0,35053,0,662,772,89,0,4020,3381,0,70,168,1585,18,93,4269,0,338,38,0,98,0,91,16778,1715,14,14,2436,100,1986,0,0,1603,2666,0,73,0,0,450,13638,1075,0,159,120,5300,0,0,738,391,1377,0,1304,886,227,13018,1144,0,0,0,0,1449,0,0,325,56,29130,2093,0,0,29,480,4586,0,0,190,122,0,38279,4353,21,3034,0,0,0,0,56,123,18,34,0,0,0,0,13,14552,869,467,88,4991,0,2032,10211,119,946,34,0,5659,0,56,0,20,163,628,132001,197,147,0,157,72,424,18782,554,34,65,133,0,0,0,4226,0,86,0,9,0,0,0,660,339263,131,24340,14,77,12193,0,1253,66,13,11603,13,48,17,621,20,3145,0,36,36,72,124,1270,2735,17337,0,0,1062,0,561,674,1780,2070,137,16,0,0,0,0,0,0,377,1717,1550,280,470,352,0,164,0,0,3133,32942,0,963,1080,60,1914,0,361,2831,70,0,329,0,0,0,0,16,69,600,0,0,0,4141,1851,109,110234,4094,9116,0,69,0,0,184,97,0,0,51,20442,111163
1995055,Botswana,,72,B,40168,4356,551,,,,,,889,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,1055,,,,,,,,,,,,,,,849,98,,,,,,,,,,174,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,2375,,,,178,,,155,,,,,179,,,,,,,816,,,,,,161,1150,,,,,,,,471,,,,,,,,,297,,462,,,181,,,,,187,,,,111,,175,,,,,,,,132,,,,,,,,,,,,,,,,,,,,67,,,,,,,,9329,,,480,,,,124,,,,,,,,,,,,,,,411,,,2034,743,313,,,,,,,,,,3213,7917
1995056,Eswatini,,748,B R,35157,6443,573,,,,,,143,,,,,,6,,,,,,,,,,,,,,,,64,,,,,,132,,,,4,,,,,,,,,,,9,,,,,,,,,,180,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,5,,,,,,,,,,,,,,,,,,,,,,,18085,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,128,9097,,,,,,,,,,,,,,,,,,,,,,8,,,,,112,,,,,,,,,,,
1995057,Lesotho,,426,C R,7204,1047,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,28,,4,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528,,,,,,,,,,,,,,,,,,,,,,160,,,,100,91,,,,,,,,,,72,72
1995058,Namibia,,516,B,115372,2477,659,61,,684,,,22978,,662,70,89,,758,861,,70,68,45,,,260,,219,,,,,,932,755,,,43,100,549,,,167,266,,,,,45,4392,,,,,1579,,,43,,961,,,107,142,4501,160,,,,,245,,,,,277,298,,,,110,758,,,,122,,12815,202,,,,,,,,75,,,,,,,,953,127,43,,85,,153,1165,,160,,,1569,,,,,,65,177,,49,,,61,,521,,,,,,,,151,,,,,,,,,194,,,,,729,,70,,,1389,,,,75,,235,,,,,,348,238,613,,,49,,,43,642,506,,,,,,,,,,43,,80,231,,,,,,131,11988,,485,,,281,,142,606,,,104,,,,,,,49,,,,680,363,,2429,1553,1485,,,,,,,,,,4277,20430
1995059,South Africa,,710,B R,1003807,38038,12068,36,63,233,,,11043,,,702,,,3145,2520,,,100,1540,18,93,4009,,119,38,,98,,91,15678,960,14,14,2393,,1305,,,1436,2292,,73,,,405,8051,1075,,159,120,3712,,,695,391,416,,1304,779,85,7488,886,,,,,1204,,,325,56,28635,1792,,,29,370,3828,,,190,,,25144,4046,21,3034,,,,,56,48,18,34,,,,,13,10958,742,424,88,4728,,1879,8891,119,786,34,,3911,,56,0,20,163,563,130897,192,98,,157,11,263,17067,554,34,65,133,,,,3604,,86,,9,,,,660,320659,131,23874,14,77,11283,,1181,66,13,10027,13,48,17,435,20,2469,,36,36,72,124,922,2497,16592,,,1013,,561,631,1138,1512,137,16,,,,,,,377,1674,1550,133,239,352,,164,,,2874,,0,478,600,60,1633,,95,2225,70,,225,,,,,16,69,551,,,,2882,1488,109,105771,1698,7115,,69,,,184,97,,,51,12880,82744
1995060,Western Africa,,914,,5433595,223359,75372,0,0,6049,0,0,1971,0,0,72,0,0,17,0,0,0,0,0,0,0,344,0,232433,0,0,0,0,0,0,1108,0,0,0,1202639,0,909,0,13016,884,0,499,12986,0,0,1208,0,0,0,0,4888,0,0,383583,0,162,0,0,0,6,390,0,0,0,0,0,236,0,56,0,0,0,16,0,0,0,0,19215,0,0,5250,19646,0,1911,242727,0,0,0,0,0,0,0,342287,42133,0,0,0,0,0,0,1603,0,0,82,0,0,24,675,0,70,0,0,8,0,30,0,0,0,7787,0,507364,5652,0,0,8,0,0,0,0,731302,0,0,0,133719,0,0,5,0,0,0,0,0,3886,64,0,0,0,0,494,0,0,0,169924,124306,0,0,0,0,0,47,0,0,0,0,4,20,34,1982,0,0,240,0,0,0,1044,1466,0,0,0,0,0,0,0,3132,2307,193361,0,0,422273,0,0,0,0,0,0,254,0,469,15,144,439,0,1094,272,204,0,0,14,272983,0,0,0,236,0,0,0,0,0,133,66,2788,6,6162,30,0,0,0,0,1,0,0,0,0,0
1995061,Benin,,204,C B R,105703,9870,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4830,,,,,,,,198,,,,,,,,542,,,3906,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,36802,21661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23369,,,,,,,,,,,,,,,,,,,,,,,,,
1995062,Burkina Faso,,854,B R,464104,20390,7938,,,,,,,,,,,,,,,,,,,,,,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75987,,,,,,,,,,,,,,,,,,,,,,,10291,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,,,,,,,,,,,,,,,,,,,,,,,7625,,,,,,,,,,,,,,,,,,,,,,,,,
1995063,Cabo Verde,,132,B,9979,519,538,,,,,,1899,,,8,,,,,,,,,,,19,,,,,,,,,104,,,,,,,,,,,,,,,41,,,,,,,,12,,92,,,,,,,,,,,,,,,,,,,,,,137,,,14,10,,33,74,,,,,,,,80,839,,,,,,,,,,,,,,253,,3,,,,,,,,,,,,,,,8,,,,,12,,,,,,,5,,,,,,,64,,,,,72,,,,,114,,,,,,,,,,,4,,,1031,,,,,,,74,,,,,,,,,3111,,384,,,26,,,,,,,,,40,,,,,,24,,,,14,,,,,,,,,,,37,,22,,232,30,,,,,,,,,,
1995064,Côte d'Ivoire,,384,C B,2076394,20279,17320,,,,,,,,,,,,,,,,,,,,,,57138,,,,,,,,,,,1114233,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6022,,,90436,,,,,,,,135616,344,,,,,,,,,,,,,,,,,,,,,,,,,,,22779,5397,,,,,,,,445636,,,,10316,,,,,,,,,,,,,,,,,,,55202,36486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24586,,,693,,,,,,,,,,,,,,,,,,,,33605,,,,,,,,,,,,,,,,,,,,,,,,,
1995065,Gambia,,270,B,150890,2829,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30668,9365,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,7028,,,,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89990,,,6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995066,Ghana,,288,B,252879,6755,4344,,,7,,,,,,,,,17,,,,,,,,,,8928,,,,,,,7,,,,41526,,,,61,147,,,8,,,121,,,,,,,,4885,,,,,,,16,,,,,,21,,,,,,16,,,,,116,,,,19,,,,,,,,,,,74,,,,,,,,452,,,,,,24,123,,30,,,8,,,,,,523,,14538,,,,,,,,,3580,,,,9,,,,,,,,,,,,,,,131,,,,4214,14826,,,,,,47,,,,,,20,34,,,,,,,,47,267,,,,,,,,,,53,,,1180,,,,,,,,,,15,,18,,,104,37,,,,144121,,,,,,,,,,,,969,6,435,,,,,,,,,,,
1995067,Guinea,,324,C B R,774505,1321,3962,,,,,,,,,,,,,,,,,,,,238,,2710,,,,,,,285,,,,552,,112,,,342,,,,,,154,,,,,,,,2850,,70,,,,,,,,,,,,,,,,,,,,,,1893,,,,935,,,,,,,,,,,,3226,,,,,,,,,,,,,,,,31,,,,,,,,,,,449575,,,,,,,,,17927,,,,442,,,,,,,,,,,,,,,,,,,1606,1049,,,,,,,,,,,,,,273,,,159,,,,551,,,,,,,,,,786,7805,,,273125,,,,,,,,,68,,,,,,,34,,,,1692,,,,,,,,,,96,,,,636,,,,,,,,,,,
1995068,Guinea-Bissau,,624,B R,27961,590,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,1247,,,,,,,,,,,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,,,,,,,,,,,,,,,,,,16635,,,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,
1995069,Liberia,,430,B,208563,13407,5428,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,379,,,,,241,,,,,,,,,,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,,289,,,,650,,906,9723,,,,,,,,32238,2211,,,,,,,756,,,,,,,246,,,,,,,,,,,4133,,,,,,,,,,,1924,,,,,,,,,,,,,,,,,,,291,,,,1101,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,124102,,,,,,,,,279,,,,,1094,144,,,,,244,,,,,,,,,,,,1119,,2891,,,,,,,,,,,
1995070,Mali,,466,B R,176187,16808,1864,,,507,,,72,,,,,,,,,,,,,,,,566,,,,,,,,,,,20221,,,,618,,,295,,,,190,,,,,4208,,,59377,,,,,,,,,,,,,,,,,,,,,,,,2679,,,4670,621,,,2323,,,,,,,,17896,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,20955,,,,,,,,,,,,,,,,,,,4803,1663,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,12540,,,1283,,,,,,,,,,,,,,,,,,,,934,,,,,,,,,,,,,,242,,,,,,,,,,,
1995071,Mauritania,,478,C R,89562,1453,55,,,1549,,,,,,64,,,,,,,,,,,59,,524,,,,,,,152,,,,,,,,373,49,,,50,,,151,,,,,,,,186,,,,,,,33,,,,,,215,,,,,,,,,,,,,,82,,,,198,,,,,,,,2936,1140,,,,,,,,,,82,,,,53,,,,,,,30,,,,113,,,132,,,,,,,,41626,,,,,,,,,,,,,326,,,,,,,,,,144,,,,,,,,,,,,,,,,,,67,,,,59,,,,,,,,,,291,36493,,,,,,,,,,,,82,,144,,,,,133,,,,111,,,,236,,,,,,,66,,,105,,,,,,,,,,,
1995072,Niger,,562,B R,145999,7747,2217,,,364,,,,,,,,,,,,,,,,,,,12961,,,,,,,,,,,13956,,,,329,,,,1077,,,,,,,,,,,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,64573,,,,,,,,,,,,,,,,,,,,,,,,28313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,418,,,,,,,,7356,,,,,,,,,,,,,,,,,,,,,,,,,
1995073,Nigeria,,566,C R,462999,86999,14463,,,,,,,,,,,,,,,,,,,,,,117556,,,,,,,,,,,,,,,10384,,,,11265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7931,,,,,,,,,39251,,,,,,,,,,,,,,,,,,,,,,,39858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,,,,,,,,,,,,,,,,,,,,52442,,,,,,,,,,,,,,,,,,,,,,,,,
1995074,Saint Helena,3,654,C,117,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,
1995075,Senegal,,686,B R,287654,24540,12546,,,3622,,,,,,,,,,,,,,,,,,,3120,,,,,,,560,,,,,,,,875,,,3,,,,,,,,,,,,2428,,,,,,,29,,,,,,,,,,,,,,,,,11977,,,,4458,,754,1543,,,,,,,,44519,24916,,,,,,,,,,,,,,,,,,,,,,,,,952,,220,,,,,,,,,29450,,,,98848,,,,,,,,,3560,,,,,,,,,,1460,733,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,1230,,,,12876,,,,,,,,,,,,,,,,,,,,1443,,,,,0,,,,,,,,,692,,,,,,,,,,,
1995076,Sierra Leone,,694,B R,98516,389,636,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,34,,4,,,37,,,3,,,273,,,,,,,,72,,,,,,6,0,,,,,,,,0,0,,,,,,,,,,,,5110,,131,1274,,,,,,,,72442,23,,,,,,,395,,,0,,,,,,6,,,0,,,,,,2066,,8925,,,,,,,,,1904,,,,138,,,,,,,,,,,,,,,,,,,157,2063,,,,,,0,,,,,,,,,,,14,,,,73,0,,,,,,,,,,718,,,,,,,,,0,233,,,,,3,,,,,,,,41,,,,,,,,,,,,595,,493,,,,,,1,,,,0,
1995077,Togo,,768,C R,101583,9456,1405,,,,,,,,,,,,,,,,,,,,28,,26058,,,,,,,,,,,6908,,21,,376,20,,201,385,,,278,,,,,138,,,1791,,,,,,,312,,,,,,,,56,,,,,,,,,1523,,,484,574,,87,19575,,,,,,,,1749,69,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,2038,,,,76,,,,,,,,,,,,,,,,,,,14286,11900,,,,,,,,,,,,,,,,,,,,,,899,,,,,,,,21,,544,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
1995078,NORTHERN AFRICA AND WESTERN ASIA,,1833,,18912064,1071038,322693,187983,2399,51020,0,0,21,0,13,29858,210061,0,7980,18699,592093,11,11012,979712,0,37699,13460,0,38,0,0,4,0,7407,3,7494,43,78,476705,55,38,0,0,129,9240,0,18322,98273,0,2962,15248,57,0,1666,2705,1402,0,33,1238,280,37,0,9583,1116,193,14627,4262,1112,0,4,12,1167677,640,0,301159,1392,44,618965,0,0,2,2415,67253,0,0,0,28,122306,276166,864,9,95743,0,0,27,0,7,1306,860,0,2,0,2,17280,36,2319977,923557,122433,237004,744,0,99897,25381,6,5113,255746,20133,6791,0,54120,6031,2,9441,98971,0,36,32563,0,13095,30,41,24,10618,12,2148,36,0,0,2428,4,0,1890,0,246,117,0,0,184153,17,102012,279,0,186312,26651,0,343,4,358,29770,0,84585,0,2548,11532,1004263,0,7,0,3,1064,455511,97751,192,2,11334,1309,32556,0,146603,380761,44,0,0,0,0,0,0,0,0,80098,3789,945,17,188,554,0,308,91,0,120702,12223,10120,7986,317017,2235227,334803,2,5766,16366,483245,7765,10498,0,0,0,0,6,47714,82453,6478,0,0,57853,207900,71218,83785,623,112277,0,4963,67095,0,736,40,0,166903,461202,70,138
