Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995115,Bangladesh,,50,B R,934735,45496,88760,,,,,,,,,,,,,,,,10375,,,,,,,,,,,,,5387,,,,,,,13190,,,,,,,,131427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18075,84052,,,,,,,,9330,,,,,,,59555,,,,,,,,,,,126263,,,,,,,,,,,,,,,,,228109,,,11361,,,,,,,,,,7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063,,,,,,,,,,,,,,,,,11945,,,,,,,,,,,,,,16056,,30085,,,,,,29184,,,,,
1995116,Bhutan,,64,B,27972,536,1608,,,,,,,,,,,,15,,,,,28,,,,,,,,,,,,,,,,,,,,,20,,,,,,496,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,17,,,,,,15,,,,,,,,,,,,,,,,,24485,,,,,,,7,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,392,11,,13,,,,,,,,,12,,,,,,10,,,,,18,,,,,,,,,,,,,,,,,,,10,,,,,,,,,18,,,,13,13,,,33,,,,,,,,,,,,,,19,,74,,,,,,,,,,,
1995117,India,,356,B R,6952238,29415,5884,19916,,,,,,,,,,,1964,,,,,4127135,,,,,,,9610,,,,,,,23639,,,,,,,4242,,,,,,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,,3628,,,,,,4140,,,,,,,,,,,,,,,,,,1394,2569,900,,,,,,890,,2052,5541,,12149,,,,,,,,,,,,,13758,1027,,,,,,1455,,,,,,,,,,73795,,,591200,,,,,,1038,,,,,,1637255,,,,,,,,323,,,,,,,2547,,,,,,,,,,5767,,,,,7240,,,,,,,,,235785,,,,,,,,,,,,,,,236,,,,1465,,12301,5508,,4490,,,,,,1762,,,,920,
1995118,Iran (Islamic Republic of),,364,B R,2937668,45540,15180,2029435,,,,,,,,,573,,,,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,237,,,,,,,,,,,,,,,,,,,
1995119,Maldives,,462,C,18510,554,130,,,,,,,,,,,,43,36,,,,3574,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,70,,,,,,213,,,,,,,,,,,,,,,,,6418,,,,,,,352,,76,,,,,,,,,7,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,92,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,6212,,,,24,100,,,78,,,,,,,,,,,,,,94,,20,,,,,,,,,,,
1995120,Nepal,,524,B R,690225,36715,1599,,,,,,,,,,,,,,,,,577,,,,,,,107664,,,,,,,,,,,,,,,,,,,,25260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995121,Pakistan,,586,B R,3669308,2801,905,1291867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365884,502,3060,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995122,Sri Lanka,,144,B R,40841,1049,577,15,,,,,,,,,,,100,,,,50,85,,,,,,,28,,,,,,,,,,,,,,31,,,,,,312,,,,,,,,,,,,31,,,,,,,,,15,,,,,,,,,,6,78,,,,,,83,,,11,,,,,,,,,3,,,,,35506,40,12,4,,,5,637,,107,34,,,,224,,,,94,,,4,,,,,,128,193,,,,,,,,,,,,,,,,,,,43,,,13,,,,,,,14,41,248,,,,,,,,0,,34,77,,,,18,,,,,,,,,,167,,,2,,78,,,,,,33,,3,,,,,39,39,8,,34,,,,,,,4,,,,,,215,182,,87,,,,,,,,,,,
1995123,EASTERN AND SOUTH-EASTERN ASIA,,1832,,8339806,608036,239424,78,566,1069,0,0,781,0,0,2993,41,12,29666,516,0,0,25,68345,0,0,535,0,0,0,0,145,0,0,0,213132,0,3098,1,0,0,16,152091,0,28985,0,0,0,0,12,2819295,48325,81548,209,0,162,0,28,0,0,92,0,0,6,2114,1,1213,0,0,0,141,689,0,0,0,0,0,0,0,0,0,475,8280,0,0,0,0,0,9643,1197,0,25,0,0,0,78,12,0,0,0,0,0,0,4,0,157190,614669,9058,112,1434,0,79,2657,0,52161,3453,1191,5,0,63,0,213982,0,40,0,0,9213,0,0,0,0,0,501042,0,0,0,0,0,0,0,0,1296,0,0,703,0,0,0,0,450686,0,0,49457,2878,0,9233,0,0,1479,0,13,0,1245,125,56631,4,0,12,0,42939,355490,605,4656,10,36,821426,0,0,2,8305,0,0,0,0,0,0,0,0,0,3973,0,0,0,0,48370,0,4,0,0,130,440,0,1791,22208,1,22,37,1409,2458,2317,0,129043,71387,0,0,0,0,22,391,0,0,0,0,0,133,61848,0,127015,0,6,1823,0,0,168294,0,0,0,0,0
1995124,Eastern Asia,,906,,4639749,372400,63659,0,0,0,0,0,0,0,0,2950,0,0,16755,393,0,0,0,11900,0,0,433,0,0,0,0,0,0,0,0,212802,0,0,1,0,0,0,1481,0,26179,0,0,0,0,0,2253678,15780,71239,0,0,0,0,0,0,0,0,0,0,6,56,0,577,0,0,0,0,645,0,0,0,0,0,0,0,0,0,463,6406,0,0,0,0,0,6346,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25599,141691,8764,0,1390,0,0,1762,0,24356,0,1191,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20942,0,0,0,0,0,0,0,0,1255,0,0,703,0,0,0,0,552,0,0,7936,1597,0,4333,0,0,1419,0,13,0,379,0,14739,0,0,0,0,42931,215381,589,4254,0,0,811005,0,0,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8963,0,4,0,0,0,190,0,1446,8271,0,0,0,860,1503,0,0,42995,0,0,0,0,0,0,120,0,0,0,0,0,0,32649,0,89639,0,6,1823,0,0,44921,0,0,0,0,0
1995125,China,9,156,C,442198,80708,17428,,,,,,,,,,,,3091,,,,,2376,,,,,,,,,,,,32797,,,,,,,,,4985,,,,,,,2805,12470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478,24962,,,,,,,,4732,,,,,,,,,,,,,,,,,,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494,,,,,5956,40390,,,,,141332,,,,1607,,,,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,,8390,,,,,,,,,,,,,,5649,,18124,,,,,,19149,,,,,
1995126,"China, Hong Kong SAR",10,344,B,2443798,261185,29740,,,,,,,,,,,,6799,,,,,332,,,,,,,,,,,,,,,,,,,,,11844,,,,,,1772597,,58769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,,,,,,1476,,,,,,,,,,,,,,,,,13464,100652,,,520,,,480,,10608,,,,,,,,,,,,,,,,,,11422,,,,,,,,,,,,,,,,,,,,6980,763,,1681,,,,,,,,,5650,,,,,,88179,,82,,,3614,,,,66,,,,,,,,,,,,,,,7388,,,,,,,,300,585,,,,,544,,,14353,,,,,,,,,,,,,,13212,,10698,,,,,,8174,,,,,
1995127,"China, Macao SAR",11,446,B,224929,3746,11240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189060,12873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,,3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995128,Dem. People's Republic of Korea,,408,I,35143,2897,633,,,,,,,,,,,,112,,,,,86,,,,,,,,,,,,1140,,,,,,,,,179,,,,,,19590,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,904,,,,,,,,173,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,207,1444,,,,,5201,,,,58,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,300,,,,,,,,,,,,,,205,,661,,,,,,699,,,,,
1995129,Japan,,392,C,1362371,19149,2983,,,,,,,,,2950,,,6119,390,,,,5003,,,433,,,,,,,,,178865,,,,,,,1461,,7325,,,,,,222311,,,,,,,,,,,,,,,,577,,,,,645,,,,,,,,,,442,3824,,,,,,4017,1187,,,,,,,,,,,,,,,,5584,7052,8764,,869,,,1279,,,,,,,,,,,,,,,,,,,,5428,,,,,,,,,1255,,,,,,,,,,,,834,,2094,,,1269,,,,379,,4818,,,,,36768,75318,585,345,,,660554,,,,2199,,,,,,,,,,,,,,,1575,,,,,,,,1146,2832,,,,860,955,,,16255,,,,,,,,,,,,,,12657,,43792,,,,,,9224,,,,,
1995130,Mongolia,,496,C,7424,561,210,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,1,,,,,,28,,,,,,1821,,,,,,,,,,,,,6,56,,,,,,,,,,,,,,,,,21,12,,,,,,54,,,,,,,,,,,,,,,0,,26,,,,1,,,3,,134,,583,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,13,,,,,,33,4,,,,304,,,,3042,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,120,,,,,,,71,,272,,6,,,,11,,,,,
1995131,Republic of Korea,,410,C,123886,4154,1425,,,,,,,,,,,,631,,,,,4103,,,,,,,,,,,,,,,,,,,20,,1818,,,,,,48299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,,,,,,799,,,,,,,,,,,,,,,,,849,8121,,,,,,,,8709,,608,,,,0,,,,,,,,,,,,149,,,,,,,,,,,,703,,,,,552,,,956,,,558,,,150,,,,,,1674,,,,,,7943,,,,,,,,,1266,,,,,,,,,,,,,,,,,,,,,190,,,1258,,,,,,,,1588,,,,,,,,,,,,,,855,,16092,,,1823,,,7664,,,,,
1995132,South-Eastern Asia,,920,,3700057,235636,175765,78,566,1069,0,0,781,0,0,43,41,12,12911,123,0,0,25,56445,0,0,102,0,0,0,0,145,0,0,0,330,0,3098,0,0,0,16,150610,0,2806,0,0,0,0,12,565617,32545,10309,209,0,162,0,28,0,0,92,0,0,0,2058,1,636,0,0,0,141,44,0,0,0,0,0,0,0,0,0,12,1874,0,0,0,0,0,3297,10,0,25,0,0,0,78,12,0,0,0,0,0,0,4,0,131591,472978,294,112,44,0,79,895,0,27805,3453,0,5,0,63,0,213978,0,40,0,0,9213,0,0,0,0,0,480100,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,450134,0,0,41521,1281,0,4900,0,0,60,0,0,0,866,125,41892,4,0,12,0,8,140109,16,402,10,36,10421,0,0,2,67,0,0,0,0,0,0,0,0,0,3973,0,0,0,0,39407,0,0,0,0,130,250,0,345,13937,1,22,37,549,955,2317,0,86048,71387,0,0,0,0,22,271,0,0,0,0,0,133,29199,0,37376,0,0,0,0,0,123373,0,0,0,0,0
1995133,Brunei Darussalam,,96,B,84748,658,220,,,,,,,,,,,,372,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,1718,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,4551,,,,,,,,138,,,,,,,,,,,,,,,,,,42782,,,,,,,,,,,,,,,,,,,,4337,268,,156,,,,,,,,,574,,,,,,10226,,,,,141,,,,,,,,,,,,,,,,,,,1472,,,,,,,,,916,,,,,,,,10047,,,,,,,,,,,,,,1961,,129,,,,,,,,,,,
1995134,Cambodia,,116,B,92230,4002,1748,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,1853,142,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,336,,,,,,47,,,,,,,,,,,,,,,,,116,129,,,,,,19,,152,,,,,,,317,,,,,,,,,,,210,,,,,,,,,,,,,,,,,63,,,55,37,,,,,,,,,,,50,,,,,,186,,,,,68,,,,37,,,,,,,,,,,,,,,150,,,,,,,,,58,,,,,,,,37488,,,,,,,,,,,,,,113,,239,,,,,,44367,,,,,
1995135,Indonesia,,360,B R,378960,20994,38996,,,,,,,,,,,,3945,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,170906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,,,,,,,,,8293,3209,,,,,,,,,,,9170,,,,,,3577,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,3629,,,,,,2297,,,,,7189,,,,,,,,,,,,,,3668,,,,,2875,,,,,,,,,,,,,,,2292,,964,71378,,,,,,,,,,,,,13817,,5786,,,,,,,,,,,
1995136,Lao People's Democratic Republic,,418,C R,23526,1855,760,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,1362,,,,,,,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,,,,13368,,,,,
1995137,Malaysia,12,458,C R,937368,56734,36812,36,,,,,,,,,,,2118,,,,,33453,,,,,,,,,,,,,,2956,,,,,1770,,,,,,,,65974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46325,421423,,72,,,,,,6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10170,,,27097,,,853,,,,,,,,,4484,,,,,,123116,,,,,1366,,,,,,,,,,,,,,,,,,,33418,,,,,121,,,,1366,,,,,,,,29090,,,,,,,,,,,,,,3930,,,,,,,,28668,,,,,
1995138,Myanmar,,104,C,113663,8893,4922,,,,,,,,,,,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,55637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995139,Philippines,,608,C R,207345,17561,16939,33,566,1069,,,781,,,43,41,12,1269,123,,,25,94,,,102,,,,,145,,,,165,,142,,,,16,10130,,845,,,,,12,72391,263,,209,,162,,28,,,,,,,1777,1,244,,,,141,44,,,,,,,,,,12,265,,,,,,947,10,,25,,,,78,12,,,,,,,4,0,3513,5049,285,24,44,,79,278,,3890,244,,5,,63,,5815,,40,,,43,,,,,,329,,,,,,,,,41,,,,,,,,74,,,99,110,,157,,,60,,,,134,125,352,4,,12,,8,,16,33,10,36,798,,,2,30,,,,,,,,,,305,,,,,178,,,,,,250,,345,57,,22,37,133,336,25,,242,9,,,,,22,271,,,,,,133,8112,,23882,,,,,,24458,,,,,
1995140,Singapore,,702,B,991492,122922,74715,,,,,,,,,,,,3577,,,,,18587,,,,,,,,,,,,,,,,,,,,,816,,,,,,191075,31708,10309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29739,34241,,,,,,,,,,,,,,,,,,,,,,,,,,431854,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,,,,26021,,,,,,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,,,,,,,,3032,,,,,,,,,,,,,,,,3949,,,,,,,,,,,
1995141,Thailand,,764,B R,809720,29,9,9,,,,,,,,,,,991,,,,,1211,,,,,,,,,,,,,,,,,,,102948,,826,,,,,,116,,,,,,,,0,,,,,,0,0,392,,,,,0,,,,,,0,,,,,1220,,,,,,2303,,,,,,,,,,,,,,,,,5665,495,9,16,,,,598,,9092,,,,,,,205957,,,,0,,,,,,,1170,,,,,,,,,,,,,,,,,436777,,,9634,252,,2194,,,,,,,732,,1820,,,,,,1146,,88,,,784,,,,,0,,,,,,,,,0,,,,,730,,,,,9,,,,6348,1,0,,416,619,,,,,0,,,,,0,,,,0,,,36,,2742,,,,,,12336,,,0,,0
1995142,Timor-Leste,,626,B,9743,1049,124,,,,,,,,,,,,451,,,,,112,,,,,,,,,,,,165,,,,,,,,,,,,,,,1012,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4893,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,207,,,,,,629,,281,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,64,,,,,,176,,,,,
1995143,Viet Nam,,704,C R,51262,939,520,,,,,,,,,,,,28,,,,,523,,,,,,,,,,,,,,,,,,,34400,,77,,,,,,1192,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,350,2197,,,,,,,,224,,,,,,,1889,,,,,,,,,,,33,,,,,,,,,,,,,,,,,2690,,,299,,,,,,,,,,,,70,,,,,,29,,,,,75,,,,,,,,,,,,,,,,,,,522,,,,,,,,,114,,,,,,,,2995,,,,,,,,,,,,,,1230,,585,,,,,,,,,,,
1995144,LATIN AMERICA AND THE CARIBBEAN,,1830,,6688710,309782,66791,186,444,892,0,52,6115,1716,7277,201212,1337,5364,3438,11429,5,1746,55,62,5458,665,7781,3998,1,85,16,224671,401,35,5,186962,3855,2,2508,26,14,58,181,46,30095,94,16,18,81,283564,57469,2714,21,702750,2,105,12,20782,86,3062,62636,4807,132,6614,1966,47,2213,0,19551,93658,55695,5299,230465,2,26,219,3,180,23,2,10,855,131915,3170,12,8,14,29,73932,126,39,7800,454,17965,6591,6,80699,6,2,32354,260477,11,40739,8780,48,7634,623,1111,296,1368,0,8637,437440,17314,98573,1236,15,101,0,96,4,1493,468,31995,14,7,278,172,1710,264,29,4,222,2,49,69,0,12294,5,1,0,47184,10,30,8,238,2275,2211,1264,61,8,3,14,20756,4,561,228470,24,794,44,8495,7,1174,21,814,1,30798,5,317146,143233,2762,39701,321962,20191,35,17857,995,985,11167,22366,6,301,10997,13053,61,18453,0,40,11,1641,115,962,0,1,125,1116,155,1951,0,30,1227,0,426998,32,1493,23,20696,4035,14217,23565,4,362,0,13,0,136,15298,133,3768,3,1295,8,14,8360,44,37573,30,660543,2945,165688,26,205,78305,253,14,2,12,12,40
1995145,Caribbean,,915,,1148720,32608,23798,0,184,245,0,0,165,1667,7188,4948,0,4612,226,1289,0,1689,24,0,4953,0,905,247,0,66,10,615,340,7,0,1419,3855,0,622,0,4,4,131,4,11313,11,7,4,8,3602,6889,156,0,16125,0,0,10,2819,0,0,31733,3873,0,322,0,0,111,0,18905,70354,1844,90,1052,0,0,0,0,40,0,0,0,56,80195,2419,0,0,0,0,9439,75,0,168,148,17515,4407,0,1480,0,0,16555,246095,0,1785,175,0,3219,130,84,7,279,0,304,10216,15303,1994,185,4,26,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,57,0,0,37,0,7479,0,0,0,5301,0,0,0,0,2268,24,0,0,0,0,0,10835,0,63,2027,16,425,0,7,0,90,0,278,0,2767,0,68,4195,1253,735,1832,15721,0,687,7,603,162,3737,0,105,10983,11140,43,18177,0,0,0,27,0,200,0,0,0,832,0,0,0,0,378,0,21774,16,209,0,3349,431,3026,539,0,68,0,0,0,0,11552,0,188,0,1293,0,0,1171,0,18770,8,278825,2940,2078,0,0,24586,130,14,0,0,6,11
1995146,Anguilla,,660,B,3317,755,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,277,247,,,,,,,,,,
1995147,Antigua and Barbuda,,28,B,17550,430,130,,,,,,,25,,,,6,7,,,4,,,226,,,10,,10,,,7,,,,73,,,,,,,,287,,,,,,84,,,,,,,,,,15,13,,,,,,,3170,1044,,10,,,,,,38,,,,,33,4,,,,,57,18,,,,137,54,,,,,3489,19,,5,,,49,,,,,,,54,1832,10,,,,,,,,,46,,,,,,,,,,,,,,5,,,,4,,,,,890,,,,,,,15,,7,,,34,,,,,,4,,,,,,,,,37,,,,,,,,,430,474,,616,,,,,,,,,,14,,,,,28,,8,,,,23,,,171,,,,,,,474,,,,5,,,,,720,,1733,440,,,,22,,,,,,
1995148,Aruba,,533,B,22274,1636,1636,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,435,,,4446,,,,,,,,1095,,,,,,,134,2829,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,202,660,,,,,98,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885,,,48,,,,,,,,,,,,,540,486,,183,,,,,,,,,,,,,178,,,,,,,,,,313,,,,,,,,,,,997,,,,,,,,,,,,63,,,,,,,,,553,,,,,2000,,,,,,
1995149,Bahamas,,44,B,31654,611,363,,,,,,,,10,8,,,46,18,,,,,171,,14,22,,23,,,,,0,41,8,,0,,,,,,1040,9,,,,8,80,35,,30,,,,38,,,79,,,,,,22,,41,64,12,8,4,,,0,0,,,,,,89,,,,,,190,44,,63,,27,,,8,,,550,15759,,10,,,194,7,,,62,,,86,3282,22,,,5,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,33,,16,8,,61,,,,11,,13,,15,,,41,103,10,5,,,,,,12,14,,,12,41,,21,,,,,,,,,,,,,,,54,,40,16,,,,21,120,,,,,,,,299,,,,1284,,0,0,,1834,,4294,,2,,,20,,,,,,0
1995150,Barbados,,52,B,26224,3272,2812,,,,,,,,246,,,,26,,,59,,,,,,..,,..,,,,,,,,,,,,,,,729,,,,,,..,,,,,,,,,,..,,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,616,,,,,,2792,..,,,,,481,,,,,,,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,3621,,4014,,,,,,,,,,,,,,,,,,,,,..,,,,,,,,,,1910,,,,,,,,,3262,,1213,,,,,,,,,,,
1995151,British Virgin Islands,,92,B,10046,419,787,,,,,,,,456,,,,14,,,16,,,111,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,728,879,,,,,,,,,,,,,14,,,,,,35,,,,,,,,,,,989,,,,,,24,,,,,,,,320,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,1828,323,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,517,,792,,,,,,,,,,,
